"name","year","movie_rated","run_length","genres","release_date","rating","num_raters","num_reviews","review_url"
"Beauty and the Beast","1991","G","1h 24min","Animation; Fantasy; ","22 November 1991 (USA)","8.0","408618","433","https://www.imdb.com/title/tt0101414/reviews/_ajax?ref_=undefined&paginationKey="
"Shrek 2","2004","PG","1h 33min","Animation; Adventure; Comedy; ","19 May 2004 (USA)","7.2","407523","542","https://www.imdb.com/title/tt0298148/reviews/_ajax?ref_=undefined&paginationKey="
"Kung Fu Panda","2008","PG","1h 32min","Animation; Action; Adventure; ","6 June 2008 (USA)","7.5","406720","425","https://www.imdb.com/title/tt0441773/reviews/_ajax?ref_=undefined&paginationKey="
"Big Hero 6","2014","PG","1h 42min","Animation; Action; Adventure; ","7 November 2014 (USA)","7.8","398088","557","https://www.imdb.com/title/tt2245084/reviews/_ajax?ref_=undefined&paginationKey="
"Tangled","2010","PG","1h 40min","Animation; Adventure; Comedy; ","24 November 2010 (USA)","7.7","393285","489","https://www.imdb.com/title/tt0398286/reviews/_ajax?ref_=undefined&paginationKey="
"Wreck-It Ralph","2012","PG","1h 41min","Animation; Adventure; Comedy; ","2 November 2012 (USA)","7.7","369053","443","https://www.imdb.com/title/tt1772341/reviews/_ajax?ref_=undefined&paginationKey="
"Brave","2012","PG","1h 33min","Animation; Adventure; Comedy; ","22 June 2012 (USA)","7.1","361913","515","https://www.imdb.com/title/tt1217209/reviews/_ajax?ref_=undefined&paginationKey="
"Despicable Me 2","2013","PG","1h 38min","Animation; Adventure; Comedy; ","3 July 2013 (USA)","7.3","361388","321","https://www.imdb.com/title/tt1690953/reviews/_ajax?ref_=undefined&paginationKey="
"Aladdin","1992","G","1h 30min","Animation; Adventure; Comedy; ","25 November 1992 (USA)","8.0","360969","330","https://www.imdb.com/title/tt0103639/reviews/_ajax?ref_=undefined&paginationKey="
"Madagascar","2005","PG","1h 26min","Animation; Adventure; Comedy; ","27 May 2005 (USA)","6.9","355365","420","https://www.imdb.com/title/tt0351283/reviews/_ajax?ref_=undefined&paginationKey="
"Cars","2006","G","1h 57min","Animation; Comedy; ","9 June 2006 (USA)","7.1","354991","663","https://www.imdb.com/title/tt0317219/reviews/_ajax?ref_=undefined&paginationKey="
"Coco","2017","PG","1h 45min","Animation; Adventure; ","22 November 2017 (USA)","8.4","345200","1087","https://www.imdb.com/title/tt2380307/reviews/_ajax?ref_=undefined&paginationKey="
"Princess Mononoke","1997","PG-13","2h 14min","Animation; Adventure; Fantasy; ","19 December 1997 (USA)","8.4","326489","702","https://www.imdb.com/title/tt0119698/reviews/_ajax?ref_=undefined&paginationKey="
"Spider-Man: Into the Spider-Verse","2018","PG","1h 57min","Animation; Action; Adventure; ","14 December 2018 (USA)","8.4","326477","1810","https://www.imdb.com/title/tt4633694/reviews/_ajax?ref_=undefined&paginationKey="
"The Lego Movie","2014","PG","1h 40min","Animation; Action; Adventure; ","7 February 2014 (USA)","7.7","317860","554","https://www.imdb.com/title/tt1490017/reviews/_ajax?ref_=undefined&paginationKey="
"Howl's Moving Castle","2004","PG","1h 59min","Animation; Adventure; ","17 June 2005 (USA)","8.2","313971","435","https://www.imdb.com/title/tt0347149/reviews/_ajax?ref_=undefined&paginationKey="
"Monsters University","2013","G","1h 44min","Animation; Adventure; Comedy; ","21 June 2013 (USA)","7.3","311892","331","https://www.imdb.com/title/tt1453405/reviews/_ajax?ref_=undefined&paginationKey="
"The Simpsons Movie","2007","PG-13","1h 27min","Animation; Adventure; Comedy; ","27 July 2007 (USA)","7.3","303713","849","https://www.imdb.com/title/tt0462538/reviews/_ajax?ref_=undefined&paginationKey="
"How to Train Your Dragon 2","2014","PG","1h 42min","Animation; Action; Adventure; ","13 June 2014 (USA)","7.8","296544","404","https://www.imdb.com/title/tt1646971/reviews/_ajax?ref_=undefined&paginationKey="
"The Nightmare Before Christmas","1993","PG","1h 16min","Animation; Fantasy; ","29 October 1993 (USA)","8.0","283685","522","https://www.imdb.com/title/tt0107688/reviews/_ajax?ref_=undefined&paginationKey="
"My Neighbor Totoro","1988","G","1h 26min","Animation; Fantasy; ","13 July 1990 (USA)","8.2","273795","464","https://www.imdb.com/title/tt0096283/reviews/_ajax?ref_=undefined&paginationKey="
"Shrek the Third","2007","PG","1h 33min","Animation; Adventure; Comedy; ","18 May 2007 (USA)","6.1","272620","360","https://www.imdb.com/title/tt0413267/reviews/_ajax?ref_=undefined&paginationKey="
"A Bug's Life","1998","G","1h 35min","Animation; Adventure; Comedy; ","25 November 1998 (USA)","7.2","259956","368","https://www.imdb.com/title/tt0120623/reviews/_ajax?ref_=undefined&paginationKey="
"Moana","2016","PG","1h 47min","Animation; Adventure; Comedy; ","23 November 2016 (USA)","7.6","256243","521","https://www.imdb.com/title/tt3521164/reviews/_ajax?ref_=undefined&paginationKey="
"Ice Age: The Meltdown","2006","PG","1h 31min","Animation; Adventure; Comedy; ","31 March 2006 (USA)","6.8","249504","267","https://www.imdb.com/title/tt0438097/reviews/_ajax?ref_=undefined&paginationKey="
"Kung Fu Panda 2","2011","PG","1h 30min","Animation; Action; Adventure; ","26 May 2011 (USA)","7.2","245225","243","https://www.imdb.com/title/tt1302011/reviews/_ajax?ref_=undefined&paginationKey="
"Mulan","1998","G","1h 28min","Animation; Adventure; ","19 June 1998 (USA)","7.6","242128","312","https://www.imdb.com/title/tt0120762/reviews/_ajax?ref_=undefined&paginationKey="
"Incredibles 2","2018","PG","1h 58min","Animation; Action; Adventure; ","15 June 2018 (USA)","7.6","236249","1067","https://www.imdb.com/title/tt3606756/reviews/_ajax?ref_=undefined&paginationKey="
"Corpse Bride","2005","PG","1h 17min","Animation; Drama; ","23 September 2005 (USA)","7.3","235900","521","https://www.imdb.com/title/tt0121164/reviews/_ajax?ref_=undefined&paginationKey="
"Finding Dory","2016","PG","1h 37min","Animation; Adventure; Comedy; ","17 June 2016 (USA)","7.3","231496","427","https://www.imdb.com/title/tt2277860/reviews/_ajax?ref_=undefined&paginationKey="
"The Little Mermaid","1989","G","1h 23min","Animation; Fantasy; ","17 November 1989 (USA)","7.6","229928","279","https://www.imdb.com/title/tt0097757/reviews/_ajax?ref_=undefined&paginationKey="
"Rango","2011","PG","1h 47min","Animation; Adventure; Comedy; ","4 March 2011 (USA)","7.2","229568","400","https://www.imdb.com/title/tt1192628/reviews/_ajax?ref_=undefined&paginationKey="
"Grave of the Fireflies","1988","Not Rated","1h 29min","Animation; Drama; War; ","26 July 1989 (USA)","8.5","221955","707","https://www.imdb.com/title/tt0095327/reviews/_ajax?ref_=undefined&paginationKey="
"Megamind","2010","PG","1h 35min","Animation; Action; Comedy; ","5 November 2010 (USA)","7.2","221204","255","https://www.imdb.com/title/tt1001526/reviews/_ajax?ref_=undefined&paginationKey="
"Ice Age: Dawn of the Dinosaurs","2009","PG","1h 34min","Animation; Adventure; Comedy; ","1 July 2009 (USA)","6.9","217346","148","https://www.imdb.com/title/tt1080016/reviews/_ajax?ref_=undefined&paginationKey="
"Hotel Transylvania","2012","PG","1h 31min","Animation; Comedy; ","28 September 2012 (USA)","7.1","217079","225","https://www.imdb.com/title/tt0837562/reviews/_ajax?ref_=undefined&paginationKey="
"The Adventures of Tintin","2011","PG","1h 47min","Animation; Action; Adventure; ","21 December 2011 (USA)","7.3","212112","497","https://www.imdb.com/title/tt0983193/reviews/_ajax?ref_=undefined&paginationKey="
"Minions","2015","PG","1h 31min","Animation; Adventure; Comedy; ","10 July 2015 (USA)","6.4","206432","352","https://www.imdb.com/title/tt2293640/reviews/_ajax?ref_=undefined&paginationKey="
"Rio","2011","G","1h 36min","Animation; Adventure; Comedy; ","15 April 2011 (USA)","6.9","201298","212","https://www.imdb.com/title/tt1436562/reviews/_ajax?ref_=undefined&paginationKey="
"Cloudy with a Chance of Meatballs","2009","PG","1h 30min","Animation; Adventure; Comedy; ","18 September 2009 (USA)","6.9","198668","183","https://www.imdb.com/title/tt0844471/reviews/_ajax?ref_=undefined&paginationKey="
"Hercules","1997","G","1h 33min","Animation; Adventure; Comedy; ","27 June 1997 (USA)","7.3","198490","218","https://www.imdb.com/title/tt0119282/reviews/_ajax?ref_=undefined&paginationKey="
"Madagascar: Escape 2 Africa","2008","PG","1h 29min","Animation; Adventure; Comedy; ","7 November 2008 (USA)","6.6","198485","144","https://www.imdb.com/title/tt0479952/reviews/_ajax?ref_=undefined&paginationKey="
"Tarzan","1999","G","1h 28min","Animation; Adventure; ","18 June 1999 (USA)","7.3","196820","296","https://www.imdb.com/title/tt0120855/reviews/_ajax?ref_=undefined&paginationKey="
"The Lion King","2019","PG","1h 58min","Animation; Adventure; Drama; ","19 July 2019 (USA)","6.9","195404","2871","https://www.imdb.com/title/tt6105098/reviews/_ajax?ref_=undefined&paginationKey="
"Fantastic Mr. Fox","2009","PG","1h 27min","Animation; Adventure; Comedy; ","25 November 2009 (USA)","7.9","191094","323","https://www.imdb.com/title/tt0432283/reviews/_ajax?ref_=undefined&paginationKey="
"Coraline","2009","PG","1h 40min","Animation; Drama; ","6 February 2009 (USA)","7.7","189260","375","https://www.imdb.com/title/tt0327597/reviews/_ajax?ref_=undefined&paginationKey="
"South Park: Bigger, Longer & Uncut","1999","R","1h 21min","Animation; Comedy; Fantasy; ","30 June 1999 (USA)","7.7","189125","957","https://www.imdb.com/title/tt0158983/reviews/_ajax?ref_=undefined&paginationKey="
"Ice Age: Continental Drift","2012","PG","1h 28min","Animation; Adventure; Comedy; ","13 July 2012 (USA)","6.6","186465","152","https://www.imdb.com/title/tt1667889/reviews/_ajax?ref_=undefined&paginationKey="
"The Croods","2013","PG","1h 38min","Animation; Action; Adventure; ","22 March 2013 (USA)","7.2","185579","234","https://www.imdb.com/title/tt0481499/reviews/_ajax?ref_=undefined&paginationKey="
"Bolt","2008","PG","1h 36min","Animation; Adventure; Comedy; ","21 November 2008 (USA)","6.8","184675","214","https://www.imdb.com/title/tt0397892/reviews/_ajax?ref_=undefined&paginationKey="
"Toy Story 4","2019","G","1h 40min","Animation; Adventure; Comedy; ","21 June 2019 (USA)","7.8","184363","1271","https://www.imdb.com/title/tt1979376/reviews/_ajax?ref_=undefined&paginationKey="
"Shrek Forever After","2010","PG","1h 33min","Animation; Adventure; Comedy; ","21 May 2010 (USA)","6.3","179074","210","https://www.imdb.com/title/tt0892791/reviews/_ajax?ref_=undefined&paginationKey="
"The Secret Life of Pets","2016","PG","1h 27min","Animation; Adventure; Comedy; ","8 July 2016 (USA)","6.5","178058","333","https://www.imdb.com/title/tt2709768/reviews/_ajax?ref_=undefined&paginationKey="
"Who Framed Roger Rabbit","1988","PG","1h 44min","Animation; Adventure; Comedy; ","22 June 1988 (USA)","7.7","177334","286","https://www.imdb.com/title/tt0096438/reviews/_ajax?ref_=undefined&paginationKey="
"Snow White and the Seven Dwarfs","1937","Approved","1h 23min","Animation; Fantasy; ","4 February 1938 (USA)","7.6","175923","250","https://www.imdb.com/title/tt0029583/reviews/_ajax?ref_=undefined&paginationKey="
"The Emperor's New Groove","2000","G","1h 18min","Animation; Adventure; Comedy; ","15 December 2000 (USA)","7.3","173677","326","https://www.imdb.com/title/tt0120917/reviews/_ajax?ref_=undefined&paginationKey="
"Your Name.","2016","PG","1h 46min","Animation; Drama; Fantasy; ","7 April 2017 (USA)","8.4","173204","624","https://www.imdb.com/title/tt5311514/reviews/_ajax?ref_=undefined&paginationKey="
"Enchanted","2007","PG","1h 47min","Animation; Comedy; ","21 November 2007 (USA)","7.0","172996","419","https://www.imdb.com/title/tt0461770/reviews/_ajax?ref_=undefined&paginationKey="
"Chicken Run","2000","G","1h 24min","Animation; Adventure; Comedy; ","23 June 2000 (USA)","7.0","172974","388","https://www.imdb.com/title/tt0120630/reviews/_ajax?ref_=undefined&paginationKey="
"Sausage Party","2016","R","1h 29min","Animation; Adventure; Comedy; ","12 August 2016 (USA)","6.1","170630","544","https://www.imdb.com/title/tt1700841/reviews/_ajax?ref_=undefined&paginationKey="
"The Iron Giant","1999","PG","1h 26min","Animation; Action; Adventure; ","6 August 1999 (USA)","8.0","167070","577","https://www.imdb.com/title/tt0129167/reviews/_ajax?ref_=undefined&paginationKey="
"The Polar Express","2004","G","1h 40min","Animation; Adventure; Comedy; ","10 November 2004 (USA)","6.6","167034","521","https://www.imdb.com/title/tt0338348/reviews/_ajax?ref_=undefined&paginationKey="
"Happy Feet","2006","PG","1h 48min","Animation; Adventure; Comedy; ","17 November 2006 (USA)","6.4","165838","585","https://www.imdb.com/title/tt0366548/reviews/_ajax?ref_=undefined&paginationKey="
"Pocahontas","1995","G","1h 21min","Animation; Adventure; Drama; ","23 June 1995 (USA)","6.7","164719","262","https://www.imdb.com/title/tt0114148/reviews/_ajax?ref_=undefined&paginationKey="
"Shark Tale","2004","PG","1h 30min","Animation; Adventure; Comedy; ","1 October 2004 (USA)","6.0","162954","317","https://www.imdb.com/title/tt0307453/reviews/_ajax?ref_=undefined&paginationKey="
"Lilo & Stitch","2002","PG","1h 25min","Animation; Adventure; Comedy; ","21 June 2002 (USA)","7.2","162337","394","https://www.imdb.com/title/tt0275847/reviews/_ajax?ref_=undefined&paginationKey="
"The Jungle Book","1967","G","1h 18min","Animation; Adventure; ","18 October 1967 (USA)","7.6","161262","170","https://www.imdb.com/title/tt0061852/reviews/_ajax?ref_=undefined&paginationKey="
"Mary and Max","2009","Not Rated","1h 32min","Animation; Comedy; Drama; ","9 April 2009 (Australia)","8.1","159951","232","https://www.imdb.com/title/tt0978762/reviews/_ajax?ref_=undefined&paginationKey="
"Beowulf","2007","PG-13","1h 55min","Animation; Action; Adventure; ","16 November 2007 (USA)","6.2","159254","535","https://www.imdb.com/title/tt0442933/reviews/_ajax?ref_=undefined&paginationKey="
"Madagascar 3: Europe's Most Wanted","2012","PG","1h 33min","Animation; Adventure; Comedy; ","8 June 2012 (USA)","6.8","157811","187","https://www.imdb.com/title/tt1277953/reviews/_ajax?ref_=undefined&paginationKey="
"Akira","1988","R","2h 4min","Animation; Drama; Sci-Fi; ","16 July 1988 (Japan)","8.0","157623","526","https://www.imdb.com/title/tt0094625/reviews/_ajax?ref_=undefined&paginationKey="
"Space Jam","1996","PG","1h 28min","Animation; Adventure; Comedy; ","15 November 1996 (USA)","6.4","157470","184","https://www.imdb.com/title/tt0117705/reviews/_ajax?ref_=undefined&paginationKey="
"Over the Hedge","2006","PG","1h 23min","Animation; Adventure; Comedy; ","19 May 2006 (USA)","6.7","155579","292","https://www.imdb.com/title/tt0327084/reviews/_ajax?ref_=undefined&paginationKey="
"Cars 2","2011","G","1h 46min","Animation; Adventure; Comedy; ","24 June 2011 (USA)","6.1","153400","336","https://www.imdb.com/title/tt1216475/reviews/_ajax?ref_=undefined&paginationKey="
"Rise of the Guardians","2012","PG","1h 37min","Animation; Action; Adventure; ","21 November 2012 (USA)","7.3","152650","215","https://www.imdb.com/title/tt1446192/reviews/_ajax?ref_=undefined&paginationKey="
"One Hundred and One Dalmatians","1961","G","1h 19min","Animation; Adventure; Comedy; ","25 January 1961 (USA)","7.2","148001","138","https://www.imdb.com/title/tt0055254/reviews/_ajax?ref_=undefined&paginationKey="
"Antz","1998","PG","1h 23min","Animation; Adventure; Comedy; ","2 October 1998 (USA)","6.5","143835","307","https://www.imdb.com/title/tt0120587/reviews/_ajax?ref_=undefined&paginationKey="
"Castle in the Sky","1986","PG","2h 5min","Animation; Adventure; Drama; ","2 August 1986 (Japan)","8.0","143574","231","https://www.imdb.com/title/tt0092067/reviews/_ajax?ref_=undefined&paginationKey="
"Monsters vs. Aliens","2009","PG","1h 34min","Animation; Action; Adventure; ","27 March 2009 (USA)","6.4","143391","211","https://www.imdb.com/title/tt0892782/reviews/_ajax?ref_=undefined&paginationKey="
"Nausicaä of the Valley of the Wind","1984","PG","1h 57min","Animation; Adventure; Fantasy; ","25 November 1987 (USA)","8.1","142815","236","https://www.imdb.com/title/tt0087544/reviews/_ajax?ref_=undefined&paginationKey="
"Cinderella","1950","G","1h 14min","Animation; Fantasy; ","4 March 1950 (USA)","7.3","141190","154","https://www.imdb.com/title/tt0042332/reviews/_ajax?ref_=undefined&paginationKey="
"Puss in Boots","2011","PG","1h 30min","Animation; Adventure; Comedy; ","28 October 2011 (USA)","6.6","140720","154","https://www.imdb.com/title/tt0448694/reviews/_ajax?ref_=undefined&paginationKey="
