"name","year","movie_rated","run_length","genres","release_date","rating","num_raters","num_reviews","review_url"
"The Town","2010","R","2h 5min","Crime; Drama; Thriller; ","17 September 2010 (USA)","7.5","341093","498","https://www.imdb.com/title/tt0840361/reviews/_ajax?ref_=undefined&paginationKey="
"The Fast and the Furious","2001","PG-13","1h 46min","Action; Crime; Thriller; ","22 June 2001 (USA)","6.8","338840","1059","https://www.imdb.com/title/tt0232500/reviews/_ajax?ref_=undefined&paginationKey="
"The Italian Job","2003","PG-13","1h 51min","Action; Crime; Thriller; ","30 May 2003 (USA)","7.0","335571","519","https://www.imdb.com/title/tt0317740/reviews/_ajax?ref_=undefined&paginationKey="
"The Game","1997","R","2h 9min","Drama; Mystery; Thriller; ","12 September 1997 (USA)","7.8","334123","631","https://www.imdb.com/title/tt0119174/reviews/_ajax?ref_=undefined&paginationKey="
"Super 8","2011","PG-13","1h 52min","Mystery; Sci-Fi; Thriller; ","10 June 2011 (USA)","7.0","332878","924","https://www.imdb.com/title/tt1650062/reviews/_ajax?ref_=undefined&paginationKey="
"Mission: Impossible - Rogue Nation","2015","PG-13","2h 11min","Action; Adventure; Thriller; ","31 July 2015 (USA)","7.4","332108","536","https://www.imdb.com/title/tt2381249/reviews/_ajax?ref_=undefined&paginationKey="
"The Others","2001","PG-13","1h 44min","Horror; Mystery; Thriller; ","10 August 2001 (USA)","7.6","328626","1147","https://www.imdb.com/title/tt0230600/reviews/_ajax?ref_=undefined&paginationKey="
"Die Hard 2","1990","R","2h 4min","Action; Thriller; ","3 July 1990 (USA)","7.2","328030","363","https://www.imdb.com/title/tt0099423/reviews/_ajax?ref_=undefined&paginationKey="
"The Equalizer","2014","R","2h 12min","Action; Crime; Thriller; ","26 September 2014 (USA)","7.2","322282","613","https://www.imdb.com/title/tt0455944/reviews/_ajax?ref_=undefined&paginationKey="
"Mission: Impossible III","2006","PG-13","2h 6min","Action; Adventure; Thriller; ","5 May 2006 (USA)","6.9","322182","909","https://www.imdb.com/title/tt0317919/reviews/_ajax?ref_=undefined&paginationKey="
"Speed","1994","R","1h 56min","Action; Adventure; Thriller; ","10 June 1994 (USA)","7.2","320047","439","https://www.imdb.com/title/tt0111257/reviews/_ajax?ref_=undefined&paginationKey="
"The Expendables","2010","R","1h 43min","Action; Adventure; Thriller; ","13 August 2010 (USA)","6.5","319722","769","https://www.imdb.com/title/tt1320253/reviews/_ajax?ref_=undefined&paginationKey="
"The Devil's Advocate","1997","R","2h 24min","Drama; Mystery; Thriller; ","17 October 1997 (USA)","7.5","319323","473","https://www.imdb.com/title/tt0118971/reviews/_ajax?ref_=undefined&paginationKey="
"Flight","2012","R","2h 18min","Drama; Thriller; ","2 November 2012 (USA)","7.3","317752","573","https://www.imdb.com/title/tt1907668/reviews/_ajax?ref_=undefined&paginationKey="
"Ocean's Thirteen","2007","PG-13","2h 2min","Action; Crime; Thriller; ","8 June 2007 (USA)","6.9","312813","316","https://www.imdb.com/title/tt0496806/reviews/_ajax?ref_=undefined&paginationKey="
"Mulholland Drive","2001","R","2h 27min","Drama; Mystery; Thriller; ","19 October 2001 (USA)","8.0","309859","1922","https://www.imdb.com/title/tt0166924/reviews/_ajax?ref_=undefined&paginationKey="
"Jackie Brown","1997","R","2h 34min","Crime; Drama; Thriller; ","25 December 1997 (USA)","7.5","306881","536","https://www.imdb.com/title/tt0119396/reviews/_ajax?ref_=undefined&paginationKey="
"Mission: Impossible II","2000","PG-13","2h 3min","Action; Adventure; Thriller; ","24 May 2000 (USA)","6.1","306425","1490","https://www.imdb.com/title/tt0120755/reviews/_ajax?ref_=undefined&paginationKey="
"The Rock","1996","R","2h 16min","Action; Adventure; Thriller; ","7 June 1996 (USA)","7.4","305379","466","https://www.imdb.com/title/tt0117500/reviews/_ajax?ref_=undefined&paginationKey="
"Shooter","2007","R","2h 4min","Action; Drama; Thriller; ","23 March 2007 (USA)","7.2","303822","374","https://www.imdb.com/title/tt0822854/reviews/_ajax?ref_=undefined&paginationKey="
"Jack Reacher","2012","PG-13","2h 10min","Action; Thriller; ","21 December 2012 (USA)","7.0","300121","527","https://www.imdb.com/title/tt0790724/reviews/_ajax?ref_=undefined&paginationKey="
"The Island","2005","PG-13","2h 16min","Action; Sci-Fi; Thriller; ","22 July 2005 (USA)","6.8","296267","948","https://www.imdb.com/title/tt0399201/reviews/_ajax?ref_=undefined&paginationKey="
"Total Recall","1990","R","1h 53min","Action; Sci-Fi; Thriller; ","1 June 1990 (USA)","7.5","292730","459","https://www.imdb.com/title/tt0100802/reviews/_ajax?ref_=undefined&paginationKey="
"Eyes Wide Shut","1999","R","2h 39min","Drama; Mystery; Thriller; ","16 July 1999 (USA)","7.4","291877","1626","https://www.imdb.com/title/tt0120663/reviews/_ajax?ref_=undefined&paginationKey="
"Fifty Shades of Grey","2015","R","2h 5min","Drama; Romance; Thriller; ","13 February 2015 (USA)","4.1","291813","1542","https://www.imdb.com/title/tt2322441/reviews/_ajax?ref_=undefined&paginationKey="
"Salt","2010","PG-13","1h 40min","Action; Mystery; Thriller; ","23 July 2010 (USA)","6.4","289816","580","https://www.imdb.com/title/tt0944835/reviews/_ajax?ref_=undefined&paginationKey="
"North by Northwest","1959","Approved","2h 16min","Adventure; Mystery; Thriller; ","26 September 1959 (Japan)","8.3","289251","602","https://www.imdb.com/title/tt0053125/reviews/_ajax?ref_=undefined&paginationKey="
"The Expendables 2","2012","R","1h 43min","Action; Adventure; Thriller; ","17 August 2012 (USA)","6.6","287241","508","https://www.imdb.com/title/tt1764651/reviews/_ajax?ref_=undefined&paginationKey="
"Taken 2","2012","PG-13","1h 32min","Action; Thriller; ","5 October 2012 (USA)","6.3","284295","505","https://www.imdb.com/title/tt1397280/reviews/_ajax?ref_=undefined&paginationKey="
"Chinatown","1974","R","2h 10min","Drama; Mystery; Thriller; ","20 June 1974 (USA)","8.2","284180","536","https://www.imdb.com/title/tt0071315/reviews/_ajax?ref_=undefined&paginationKey="
"The Transporter","2002","PG-13","1h 32min","Action; Crime; Thriller; ","11 October 2002 (USA)","6.8","279982","473","https://www.imdb.com/title/tt0293662/reviews/_ajax?ref_=undefined&paginationKey="
"The Bourne Legacy","2012","PG-13","2h 15min","Action; Adventure; Thriller; ","10 August 2012 (USA)","6.7","279239","559","https://www.imdb.com/title/tt1194173/reviews/_ajax?ref_=undefined&paginationKey="
"Bridge of Spies","2015","PG-13","2h 22min","Drama; History; Thriller; ","16 October 2015 (USA)","7.6","279001","465","https://www.imdb.com/title/tt3682448/reviews/_ajax?ref_=undefined&paginationKey="
