"name","year","movie_rated","run_length","genres","release_date","rating","num_raters","num_reviews","review_url"
"V for Vendetta","2005","R","2h 12min","Action; Drama; Sci-Fi; ","17 March 2006 (USA)","8.2","1002944","2205","https://www.imdb.com/title/tt0434409/reviews/_ajax?ref_=undefined&paginationKey="
"Léon: The Professional","1994","R","1h 50min","Action; Crime; Drama; ","18 November 1994 (USA)","8.5","999596","1193","https://www.imdb.com/title/tt0110413/reviews/_ajax?ref_=undefined&paginationKey="
"Pirates of the Caribbean: The Curse of the Black Pearl","2003","PG-13","2h 23min","Action; Adventure; Fantasy; ","9 July 2003 (USA)","8.0","997264","2186","https://www.imdb.com/title/tt0325980/reviews/_ajax?ref_=undefined&paginationKey="
"Kill Bill: Vol. 1","2003","R","1h 51min","Action; Crime; Thriller; ","10 October 2003 (USA)","8.1","970439","2272","https://www.imdb.com/title/tt0266697/reviews/_ajax?ref_=undefined&paginationKey="
"Terminator 2: Judgment Day","1991","R","2h 17min","Action; Sci-Fi; ","3 July 1991 (USA)","8.5","968504","1269","https://www.imdb.com/title/tt0103064/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode VI - Return of the Jedi","1983","PG","2h 11min","Action; Adventure; Fantasy; ","25 May 1983 (USA)","8.3","922278","828","https://www.imdb.com/title/tt0086190/reviews/_ajax?ref_=undefined&paginationKey="
"Iron Man","2008","PG-13","2h 6min","Action; Adventure; Sci-Fi; ","2 May 2008 (USA)","7.9","915640","1319","https://www.imdb.com/title/tt0371746/reviews/_ajax?ref_=undefined&paginationKey="
"Deadpool","2016","R","1h 48min","Action; Adventure; Comedy; ","12 February 2016 (USA)","8.0","876091","1440","https://www.imdb.com/title/tt1431045/reviews/_ajax?ref_=undefined&paginationKey="
"Raiders of the Lost Ark","1981","PG","1h 55min","Action; Adventure; ","12 June 1981 (USA)","8.4","859523","931","https://www.imdb.com/title/tt0082971/reviews/_ajax?ref_=undefined&paginationKey="
"Mad Max: Fury Road","2015","R","2h","Action; Adventure; Sci-Fi; ","15 May 2015 (USA)","8.1","848011","1990","https://www.imdb.com/title/tt1392190/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode VII - The Force Awakens","2015","PG-13","2h 18min","Action; Adventure; Sci-Fi; ","18 December 2015 (USA)","7.9","841234","4794","https://www.imdb.com/title/tt2488496/reviews/_ajax?ref_=undefined&paginationKey="
"Jurassic Park","1993","PG-13","2h 7min","Action; Adventure; Sci-Fi; ","11 June 1993 (USA)","8.1","836793","1133","https://www.imdb.com/title/tt0107290/reviews/_ajax?ref_=undefined&paginationKey="
"The Hunger Games","2012","PG-13","2h 22min","Action; Adventure; Sci-Fi; ","23 March 2012 (USA)","7.2","826505","2037","https://www.imdb.com/title/tt1392170/reviews/_ajax?ref_=undefined&paginationKey="
"Avengers: Infinity War","2018","PG-13","2h 29min","Action; Adventure; Sci-Fi; ","27 April 2018 (USA)","8.4","784777","4248","https://www.imdb.com/title/tt4154756/reviews/_ajax?ref_=undefined&paginationKey="
"The Terminator","1984","R","1h 47min","Action; Sci-Fi; ","26 October 1984 (USA)","8.0","779029","885","https://www.imdb.com/title/tt0088247/reviews/_ajax?ref_=undefined&paginationKey="
"Die Hard","1988","R","2h 12min","Action; Thriller; ","20 July 1988 (USA)","8.2","763300","912","https://www.imdb.com/title/tt0095016/reviews/_ajax?ref_=undefined&paginationKey="
"Avengers: Endgame","2019","PG-13","3h 1min","Action; Adventure; Drama; ","26 April 2019 (USA)","8.4","736177","8805","https://www.imdb.com/title/tt4154796/reviews/_ajax?ref_=undefined&paginationKey="
"Iron Man 3","2013","PG-13","2h 10min","Action; Adventure; Sci-Fi; ","3 May 2013 (USA)","7.2","735568","1314","https://www.imdb.com/title/tt1300854/reviews/_ajax?ref_=undefined&paginationKey="
"Thor","2011","PG-13","1h 55min","Action; Adventure; Fantasy; ","6 May 2011 (USA)","7.0","726753","915","https://www.imdb.com/title/tt0800369/reviews/_ajax?ref_=undefined&paginationKey="
"300","2006","R","1h 57min","Action; Drama; ","9 March 2007 (USA)","7.6","719421","2176","https://www.imdb.com/title/tt0416449/reviews/_ajax?ref_=undefined&paginationKey="
"Captain America: The First Avenger","2011","PG-13","2h 4min","Action; Adventure; Sci-Fi; ","22 July 2011 (USA)","6.9","718921","882","https://www.imdb.com/title/tt0458339/reviews/_ajax?ref_=undefined&paginationKey="
"Avengers: Age of Ultron","2015","PG-13","2h 21min","Action; Adventure; Sci-Fi; ","1 May 2015 (USA)","7.3","717521","1303","https://www.imdb.com/title/tt2395427/reviews/_ajax?ref_=undefined&paginationKey="
"Captain America: The Winter Soldier","2014","PG-13","2h 16min","Action; Adventure; Sci-Fi; ","4 April 2014 (USA)","7.7","714445","937","https://www.imdb.com/title/tt1843866/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode I - The Phantom Menace","1999","PG","2h 16min","Action; Adventure; Fantasy; ","19 May 1999 (USA)","6.5","708990","3843","https://www.imdb.com/title/tt0120915/reviews/_ajax?ref_=undefined&paginationKey="
"Iron Man 2","2010","PG-13","2h 4min","Action; Adventure; Sci-Fi; ","7 May 2010 (USA)","7.0","701922","881","https://www.imdb.com/title/tt1228705/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode III - Revenge of the Sith","2005","PG-13","2h 20min","Action; Adventure; Fantasy; ","19 May 2005 (USA)","7.5","690205","3553","https://www.imdb.com/title/tt0121766/reviews/_ajax?ref_=undefined&paginationKey="
"The Revenant","2015","R","2h 36min","Action; Adventure; Drama; ","8 January 2016 (USA)","8.0","678829","1594","https://www.imdb.com/title/tt1663202/reviews/_ajax?ref_=undefined&paginationKey="
"Man of Steel","2013","PG-13","2h 23min","Action; Adventure; Sci-Fi; ","14 June 2013 (USA)","7.0","675229","2747","https://www.imdb.com/title/tt0770828/reviews/_ajax?ref_=undefined&paginationKey="
"Blade Runner","1982","R","1h 57min","Action; Sci-Fi; Thriller; ","25 June 1982 (USA)","8.1","673121","1541","https://www.imdb.com/title/tt0083658/reviews/_ajax?ref_=undefined&paginationKey="
"Indiana Jones and the Last Crusade","1989","PG-13","2h 7min","Action; Adventure; ","24 May 1989 (USA)","8.2","672206","567","https://www.imdb.com/title/tt0097576/reviews/_ajax?ref_=undefined&paginationKey="
"Spider-Man","2002","PG-13","2h 1min","Action; Adventure; Sci-Fi; ","3 May 2002 (USA)","7.3","671751","2124","https://www.imdb.com/title/tt0145487/reviews/_ajax?ref_=undefined&paginationKey="
"I Am Legend","2007","PG-13","1h 41min","Action; Adventure; Drama; ","14 December 2007 (USA)","7.2","670748","1543","https://www.imdb.com/title/tt0480249/reviews/_ajax?ref_=undefined&paginationKey="
"Kill Bill: Vol. 2","2004","R","2h 17min","Action; Crime; Thriller; ","16 April 2004 (USA)","8.0","663568","1022","https://www.imdb.com/title/tt0378194/reviews/_ajax?ref_=undefined&paginationKey="
"X-Men: Days of Future Past","2014","PG-13","2h 12min","Action; Adventure; Sci-Fi; ","23 May 2014 (USA)","8.0","647269","821","https://www.imdb.com/title/tt1877832/reviews/_ajax?ref_=undefined&paginationKey="
"How to Train Your Dragon","2010","PG","1h 38min","Animation; Action; Adventure; ","26 March 2010 (USA)","8.1","647266","626","https://www.imdb.com/title/tt0892769/reviews/_ajax?ref_=undefined&paginationKey="
"Pirates of the Caribbean: Dead Man's Chest","2006","PG-13","2h 31min","Action; Adventure; Fantasy; ","7 July 2006 (USA)","7.3","641045","1889","https://www.imdb.com/title/tt0383574/reviews/_ajax?ref_=undefined&paginationKey="
"The Incredibles","2004","PG","1h 55min","Animation; Action; Adventure; ","5 November 2004 (USA)","8.0","638952","946","https://www.imdb.com/title/tt0317705/reviews/_ajax?ref_=undefined&paginationKey="
"Captain America: Civil War","2016","PG-13","2h 27min","Action; Adventure; Sci-Fi; ","6 May 2016 (USA)","7.8","638731","1410","https://www.imdb.com/title/tt3498820/reviews/_ajax?ref_=undefined&paginationKey="
"Aliens","1986","R","2h 17min","Action; Adventure; Sci-Fi; ","18 July 1986 (USA)","8.3","635164","1280","https://www.imdb.com/title/tt0090605/reviews/_ajax?ref_=undefined&paginationKey="
"X-Men: First Class","2011","PG-13","2h 11min","Action; Adventure; Sci-Fi; ","3 June 2011 (USA)","7.7","634147","767","https://www.imdb.com/title/tt1270798/reviews/_ajax?ref_=undefined&paginationKey="
"District 9","2009","R","1h 52min","Action; Sci-Fi; Thriller; ","14 August 2009 (USA)","7.9","627696","1375","https://www.imdb.com/title/tt1136608/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode II - Attack of the Clones","2002","PG","2h 22min","Action; Adventure; Fantasy; ","16 May 2002 (USA)","6.5","621911","3652","https://www.imdb.com/title/tt0121765/reviews/_ajax?ref_=undefined&paginationKey="
"Logan","2017","R","2h 17min","Action; Drama; Sci-Fi; ","3 March 2017 (USA)","8.1","621174","1559","https://www.imdb.com/title/tt3315342/reviews/_ajax?ref_=undefined&paginationKey="
"Skyfall","2012","PG-13","2h 23min","Action; Adventure; Thriller; ","9 November 2012 (USA)","7.7","617644","1587","https://www.imdb.com/title/tt1074638/reviews/_ajax?ref_=undefined&paginationKey="
"Batman v Superman: Dawn of Justice","2016","PG-13","2h 31min","Action; Adventure; Sci-Fi; ","25 March 2016 (USA)","6.4","608225","3696","https://www.imdb.com/title/tt2975590/reviews/_ajax?ref_=undefined&paginationKey="
"The Hunger Games: Catching Fire","2013","PG-13","2h 26min","Action; Adventure; Mystery; ","22 November 2013 (USA)","7.5","600099","720","https://www.imdb.com/title/tt1951264/reviews/_ajax?ref_=undefined&paginationKey="
"The Bourne Ultimatum","2007","PG-13","1h 55min","Action; Mystery; Thriller; ","3 August 2007 (USA)","8.0","595431","882","https://www.imdb.com/title/tt0440963/reviews/_ajax?ref_=undefined&paginationKey="
"Black Panther","2018","PG-13","2h 14min","Action; Adventure; Sci-Fi; ","16 February 2018 (USA)","7.3","587388","3190","https://www.imdb.com/title/tt1825683/reviews/_ajax?ref_=undefined&paginationKey="
"Transformers","2007","PG-13","2h 24min","Action; Adventure; Sci-Fi; ","3 July 2007 (USA)","7.0","586895","1869","https://www.imdb.com/title/tt0418279/reviews/_ajax?ref_=undefined&paginationKey="
"World War Z","2013","PG-13","1h 56min","Action; Adventure; Horror; ","21 June 2013 (USA)","7.0","586801","1125","https://www.imdb.com/title/tt0816711/reviews/_ajax?ref_=undefined&paginationKey="
"Pirates of the Caribbean: At World's End","2007","PG-13","2h 49min","Action; Adventure; Fantasy; ","25 May 2007 (USA)","7.1","582275","1290","https://www.imdb.com/title/tt0449088/reviews/_ajax?ref_=undefined&paginationKey="
"Suicide Squad","2016","PG-13","2h 3min","Action; Adventure; Fantasy; ","5 August 2016 (USA)","6.0","581986","2253","https://www.imdb.com/title/tt1386697/reviews/_ajax?ref_=undefined&paginationKey="
"Edge of Tomorrow","2014","PG-13","1h 53min","Action; Adventure; Sci-Fi; ","6 June 2014 (USA)","7.9","581938","967","https://www.imdb.com/title/tt1631867/reviews/_ajax?ref_=undefined&paginationKey="
"Thor: The Dark World","2013","PG-13","1h 52min","Action; Adventure; Fantasy; ","8 November 2013 (USA)","6.9","578425","695","https://www.imdb.com/title/tt1981115/reviews/_ajax?ref_=undefined&paginationKey="
"Kingsman: The Secret Service","2014","R","2h 9min","Action; Adventure; Comedy; ","13 February 2015 (USA)","7.7","575952","935","https://www.imdb.com/title/tt2802144/reviews/_ajax?ref_=undefined&paginationKey="
"Doctor Strange","2016","PG-13","1h 55min","Action; Adventure; Fantasy; ","4 November 2016 (USA)","7.5","573177","945","https://www.imdb.com/title/tt1211837/reviews/_ajax?ref_=undefined&paginationKey="
"Sherlock Holmes","2009","PG-13","2h 8min","Action; Adventure; Mystery; ","25 December 2009 (USA)","7.6","571401","693","https://www.imdb.com/title/tt0988045/reviews/_ajax?ref_=undefined&paginationKey="
"Star Trek","2009","PG-13","2h 7min","Action; Adventure; Sci-Fi; ","8 May 2009 (USA)","7.9","570077","1650","https://www.imdb.com/title/tt0796366/reviews/_ajax?ref_=undefined&paginationKey="
"Casino Royale","2006","PG-13","2h 24min","Action; Adventure; Thriller; ","17 November 2006 (USA)","8.0","566966","2401","https://www.imdb.com/title/tt0381061/reviews/_ajax?ref_=undefined&paginationKey="
"Jurassic World","2015","PG-13","2h 4min","Action; Adventure; Sci-Fi; ","12 June 2015 (USA)","7.0","566272","1531","https://www.imdb.com/title/tt0369610/reviews/_ajax?ref_=undefined&paginationKey="
"X-Men","2000","PG-13","1h 44min","Action; Adventure; Sci-Fi; ","14 July 2000 (USA)","7.4","559246","1447","https://www.imdb.com/title/tt0120903/reviews/_ajax?ref_=undefined&paginationKey="
"Thor: Ragnarok","2017","PG-13","2h 10min","Action; Adventure; Comedy; ","3 November 2017 (USA)","7.9","557591","1576","https://www.imdb.com/title/tt3501632/reviews/_ajax?ref_=undefined&paginationKey="
"Taken","2008","PG-13","1h 30min","Action; Thriller; ","30 January 2009 (USA)","7.8","555820","1056","https://www.imdb.com/title/tt0936501/reviews/_ajax?ref_=undefined&paginationKey="
"Ant-Man","2015","PG-13","1h 57min","Action; Adventure; Comedy; ","17 July 2015 (USA)","7.3","549076","718","https://www.imdb.com/title/tt0478970/reviews/_ajax?ref_=undefined&paginationKey="
"The Amazing Spider-Man","2012","PG-13","2h 16min","Action; Adventure; Sci-Fi; ","3 July 2012 (USA)","6.9","547661","1342","https://www.imdb.com/title/tt0948470/reviews/_ajax?ref_=undefined&paginationKey="
"Guardians of the Galaxy Vol. 2","2017","PG-13","2h 16min","Action; Adventure; Comedy; ","5 May 2017 (USA)","7.6","544357","1044","https://www.imdb.com/title/tt3896198/reviews/_ajax?ref_=undefined&paginationKey="
"Star Wars: Episode VIII - The Last Jedi","2017","PG-13","2h 32min","Action; Adventure; Fantasy; ","15 December 2017 (USA)","7.0","543307","6691","https://www.imdb.com/title/tt2527336/reviews/_ajax?ref_=undefined&paginationKey="
"Rogue One: A Star Wars Story","2016","PG-13","2h 13min","Action; Adventure; Sci-Fi; ","16 December 2016 (USA)","7.8","534483","1763","https://www.imdb.com/title/tt3748528/reviews/_ajax?ref_=undefined&paginationKey="
"Wonder Woman","2017","PG-13","2h 21min","Action; Adventure; Fantasy; ","2 June 2017 (USA)","7.4","531221","2179","https://www.imdb.com/title/tt0451279/reviews/_ajax?ref_=undefined&paginationKey="
"Spider-Man 2","2004","PG-13","2h 7min","Action; Adventure; Sci-Fi; ","30 June 2004 (USA)","7.3","529344","1450","https://www.imdb.com/title/tt0316654/reviews/_ajax?ref_=undefined&paginationKey="
"Looper","2012","R","1h 53min","Action; Drama; Sci-Fi; ","28 September 2012 (USA)","7.4","523452","761","https://www.imdb.com/title/tt1276104/reviews/_ajax?ref_=undefined&paginationKey="
"Dunkirk","2017","PG-13","1h 46min","Action; Drama; History; ","21 July 2017 (USA)","7.9","523089","2359","https://www.imdb.com/title/tt5013056/reviews/_ajax?ref_=undefined&paginationKey="
"Lock, Stock and Two Smoking Barrels","1998","R","1h 47min","Action; Comedy; Crime; ","28 August 1998 (UK)","8.2","521026","582","https://www.imdb.com/title/tt0120735/reviews/_ajax?ref_=undefined&paginationKey="
"Independence Day","1996","PG-13","2h 25min","Action; Adventure; Sci-Fi; ","3 July 1996 (USA)","7.0","516789","939","https://www.imdb.com/title/tt0116629/reviews/_ajax?ref_=undefined&paginationKey="
"Kick-Ass","2010","R","1h 57min","Action; Comedy; Crime; ","16 April 2010 (USA)","7.6","515786","844","https://www.imdb.com/title/tt1250777/reviews/_ajax?ref_=undefined&paginationKey="
"John Wick","2014","R","1h 41min","Action; Crime; Thriller; ","24 October 2014 (USA)","7.4","514550","1157","https://www.imdb.com/title/tt2911666/reviews/_ajax?ref_=undefined&paginationKey="
"Men in Black","1997","PG-13","1h 38min","Action; Adventure; Comedy; ","2 July 1997 (USA)","7.3","504013","344","https://www.imdb.com/title/tt0119654/reviews/_ajax?ref_=undefined&paginationKey="
"The Matrix Reloaded","2003","R","2h 18min","Action; Sci-Fi; ","15 May 2003 (USA)","7.2","503184","2781","https://www.imdb.com/title/tt0234215/reviews/_ajax?ref_=undefined&paginationKey="
"X2: X-Men United","2003","PG-13","2h 14min","Action; Sci-Fi; Thriller; ","2 May 2003 (USA)","7.4","501725","1105","https://www.imdb.com/title/tt0290334/reviews/_ajax?ref_=undefined&paginationKey="
"21 Jump Street","2012","R","1h 49min","Action; Comedy; Crime; ","16 March 2012 (USA)","7.2","499602","401","https://www.imdb.com/title/tt1232829/reviews/_ajax?ref_=undefined&paginationKey="
"Oldboy","2003","R","1h 41min","Action; Drama; Mystery; ","21 November 2003 (South Korea)","8.4","496687","1000","https://www.imdb.com/title/tt0364569/reviews/_ajax?ref_=undefined&paginationKey="
"The Bourne Identity","2002","PG-13","1h 59min","Action; Mystery; Thriller; ","14 June 2002 (USA)","7.9","496180","912","https://www.imdb.com/title/tt0258463/reviews/_ajax?ref_=undefined&paginationKey="
"Minority Report","2002","PG-13","2h 25min","Action; Crime; Mystery; ","21 June 2002 (USA)","7.6","495543","1381","https://www.imdb.com/title/tt0181689/reviews/_ajax?ref_=undefined&paginationKey="
"Harry Potter and the Order of the Phoenix","2007","PG-13","2h 18min","Action; Adventure; ","11 July 2007 (USA)","7.5","489759","1189","https://www.imdb.com/title/tt0373889/reviews/_ajax?ref_=undefined&paginationKey="
"Spider-Man: Homecoming","2017","PG-13","2h 13min","Action; Adventure; Sci-Fi; ","7 July 2017 (USA)","7.4","488794","1356","https://www.imdb.com/title/tt2250912/reviews/_ajax?ref_=undefined&paginationKey="
"Rise of the Planet of the Apes","2011","PG-13","1h 45min","Action; Drama; Sci-Fi; ","5 August 2011 (USA)","7.6","488748","706","https://www.imdb.com/title/tt1318514/reviews/_ajax?ref_=undefined&paginationKey="
"I, Robot","2004","PG-13","1h 55min","Action; Drama; Sci-Fi; ","16 July 2004 (USA)","7.1","488324","839","https://www.imdb.com/title/tt0343818/reviews/_ajax?ref_=undefined&paginationKey="
"Watchmen","2009","R","2h 42min","Action; Drama; Mystery; ","6 March 2009 (USA)","7.6","487717","1398","https://www.imdb.com/title/tt0409459/reviews/_ajax?ref_=undefined&paginationKey="
