name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url
American Psycho,2000,R,1h 41min,Comedy; Crime; Drama; ,14 April 2000 (USA),7.6,467924,1258,https://www.imdb.com/title/tt0144084/reviews/_ajax?ref_=undefined&paginationKey=
Casino,1995,R,2h 58min,Crime; Drama; ,22 November 1995 (USA),8.2,448054,623,https://www.imdb.com/title/tt0112641/reviews/_ajax?ref_=undefined&paginationKey=
Nightcrawler,2014,R,1h 57min,Crime; Drama; Thriller; ,31 October 2014 (USA),7.9,443660,758,https://www.imdb.com/title/tt2872718/reviews/_ajax?ref_=undefined&paginationKey=
Mr. & Mrs. Smith,2005,PG-13,2h,Action; Comedy; Crime; ,10 June 2005 (USA),6.5,439781,829,https://www.imdb.com/title/tt0356910/reviews/_ajax?ref_=undefined&paginationKey=
American Hustle,2013,R,2h 18min,Crime; Drama; ,20 December 2013 (USA),7.2,438125,817,https://www.imdb.com/title/tt1800241/reviews/_ajax?ref_=undefined&paginationKey=
Zodiac,2007,R,2h 37min,Crime; Drama; Mystery; ,2 March 2007 (USA),7.7,436889,768,https://www.imdb.com/title/tt0443706/reviews/_ajax?ref_=undefined&paginationKey=
Baby Driver,2017,R,1h 53min,Action; Crime; Drama; ,28 June 2017 (USA),7.6,416067,1096,https://www.imdb.com/title/tt3890160/reviews/_ajax?ref_=undefined&paginationKey=
Horrible Bosses,2011,R,1h 38min,Comedy; Crime; ,8 July 2011 (USA),6.9,413881,439,https://www.imdb.com/title/tt1499658/reviews/_ajax?ref_=undefined&paginationKey=
Crash,2004,R,1h 52min,Crime; Drama; Thriller; ,6 May 2005 (USA),7.7,413651,1693,https://www.imdb.com/title/tt0375679/reviews/_ajax?ref_=undefined&paginationKey=
Captain Phillips,2013,PG-13,2h 14min,Biography; Crime; Drama; ,11 October 2013 (USA),7.8,409137,623,https://www.imdb.com/title/tt1535109/reviews/_ajax?ref_=undefined&paginationKey=
Mystic River,2003,R,2h 18min,Crime; Drama; Mystery; ,15 October 2003 (USA),7.9,408998,1036,https://www.imdb.com/title/tt0327056/reviews/_ajax?ref_=undefined&paginationKey=
The Girl with the Dragon Tattoo,2011,R,2h 38min,Crime; Drama; Mystery; ,21 December 2011 (USA),7.8,408988,723,https://www.imdb.com/title/tt1568346/reviews/_ajax?ref_=undefined&paginationKey=
"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55min,Comedy; Crime; Drama; ,1 December 2017 (USA),8.2,404402,1169,https://www.imdb.com/title/tt5027774/reviews/_ajax?ref_=undefined&paginationKey=
Spotlight,2015,R,2h 9min,Biography; Crime; Drama; ,20 November 2015 (USA),8.1,401931,601,https://www.imdb.com/title/tt1895587/reviews/_ajax?ref_=undefined&paginationKey=
Gangs of New York,2002,R,2h 47min,Crime; Drama; ,20 December 2002 (USA),7.5,394333,1216,https://www.imdb.com/title/tt0217505/reviews/_ajax?ref_=undefined&paginationKey=
We're the Millers,2013,R,1h 50min,Comedy; Crime; ,7 August 2013 (USA),7,392362,381,https://www.imdb.com/title/tt1723121/reviews/_ajax?ref_=undefined&paginationKey=
American Gangster,2007,R,2h 37min,Biography; Crime; Drama; ,2 November 2007 (USA),7.8,381835,495,https://www.imdb.com/title/tt0765429/reviews/_ajax?ref_=undefined&paginationKey=
In Bruges,2008,R,1h 47min,Comedy; Crime; Drama; ,29 February 2008 (USA),7.9,381417,628,https://www.imdb.com/title/tt0780536/reviews/_ajax?ref_=undefined&paginationKey=
Training Day,2001,R,2h 2min,Crime; Drama; Thriller; ,5 October 2001 (USA),7.7,378412,711,https://www.imdb.com/title/tt0139654/reviews/_ajax?ref_=undefined&paginationKey=
Sicario,2015,R,2h 1min,Action; Crime; Drama; ,2 October 2015 (USA),7.6,356962,719,https://www.imdb.com/title/tt3397884/reviews/_ajax?ref_=undefined&paginationKey=
Wanted,2008,R,1h 50min,Action; Crime; Fantasy; ,27 June 2008 (USA),6.7,353620,779,https://www.imdb.com/title/tt0493464/reviews/_ajax?ref_=undefined&paginationKey=
Collateral,2004,R,2h,Crime; Drama; Thriller; ,6 August 2004 (USA),7.5,350028,890,https://www.imdb.com/title/tt0369339/reviews/_ajax?ref_=undefined&paginationKey=
Ocean's Twelve,2004,PG-13,2h 5min,Crime; Thriller; ,10 December 2004 (USA),6.5,349317,669,https://www.imdb.com/title/tt0349903/reviews/_ajax?ref_=undefined&paginationKey=
The Godfather: Part III,1990,R,2h 42min,Crime; Drama; ,25 December 1990 (USA),7.6,347672,652,https://www.imdb.com/title/tt0099674/reviews/_ajax?ref_=undefined&paginationKey=
John Wick: Chapter 2,2017,R,2h 2min,Action; Crime; Thriller; ,10 February 2017 (USA),7.5,347579,860,https://www.imdb.com/title/tt4425200/reviews/_ajax?ref_=undefined&paginationKey=
Fast Five,2011,PG-13,2h 10min,Action; Adventure; Crime; ,29 April 2011 (USA),7.3,345450,424,https://www.imdb.com/title/tt1596343/reviews/_ajax?ref_=undefined&paginationKey=
Face_Off,1997,R,2h 18min,Action; Crime; Sci-Fi; ,27 June 1997 (USA),7.3,341451,609,https://www.imdb.com/title/tt0119094/reviews/_ajax?ref_=undefined&paginationKey=
Knives Out,2019,PG-13,2h 10min,Comedy; Crime; Drama; ,27 November 2019 (USA),7.9,341415,2172,https://www.imdb.com/title/tt8946378/reviews/_ajax?ref_=undefined&paginationKey=
The Town,2010,R,2h 5min,Crime; Drama; Thriller; ,17 September 2010 (USA),7.5,341073,498,https://www.imdb.com/title/tt0840361/reviews/_ajax?ref_=undefined&paginationKey=
The Fast and the Furious,2001,PG-13,1h 46min,Action; Crime; Thriller; ,22 June 2001 (USA),6.8,338840,1059,https://www.imdb.com/title/tt0232500/reviews/_ajax?ref_=undefined&paginationKey=
22 Jump Street,2014,R,1h 52min,Action; Comedy; Crime; ,13 June 2014 (USA),7,337234,355,https://www.imdb.com/title/tt2294449/reviews/_ajax?ref_=undefined&paginationKey=
The Italian Job,2003,PG-13,1h 51min,Action; Crime; Thriller; ,30 May 2003 (USA),7,335566,519,https://www.imdb.com/title/tt0317740/reviews/_ajax?ref_=undefined&paginationKey=
The Mask,1994,PG-13,1h 41min,Action; Comedy; Crime; ,29 July 1994 (USA),6.9,335452,277,https://www.imdb.com/title/tt0110475/reviews/_ajax?ref_=undefined&paginationKey=
Inside Man,2006,R,2h 9min,Crime; Drama; Mystery; ,24 March 2006 (USA),7.6,329265,718,https://www.imdb.com/title/tt0454848/reviews/_ajax?ref_=undefined&paginationKey=
The Equalizer,2014,R,2h 12min,Action; Crime; Thriller; ,26 September 2014 (USA),7.2,322279,613,https://www.imdb.com/title/tt0455944/reviews/_ajax?ref_=undefined&paginationKey=
Man on Fire,2004,R,2h 26min,Action; Crime; Drama; ,23 April 2004 (USA),7.7,322039,762,https://www.imdb.com/title/tt0328107/reviews/_ajax?ref_=undefined&paginationKey=
Ocean's Thirteen,2007,PG-13,2h 2min,Action; Crime; Thriller; ,8 June 2007 (USA),6.9,312811,316,https://www.imdb.com/title/tt0496806/reviews/_ajax?ref_=undefined&paginationKey=
Pineapple Express,2008,R,1h 51min,Action; Comedy; Crime; ,6 August 2008 (USA),6.9,308854,425,https://www.imdb.com/title/tt0910936/reviews/_ajax?ref_=undefined&paginationKey=
Jackie Brown,1997,R,2h 34min,Crime; Drama; Thriller; ,25 December 1997 (USA),7.5,306877,536,https://www.imdb.com/title/tt0119396/reviews/_ajax?ref_=undefined&paginationKey=
Burn After Reading,2008,R,1h 36min,Comedy; Crime; Drama; ,12 September 2008 (USA),7,301462,622,https://www.imdb.com/title/tt0887883/reviews/_ajax?ref_=undefined&paginationKey=
Once Upon a Time in America,1984,R,3h 49min,Crime; Drama; ,1 June 1984 (USA),8.4,299388,676,https://www.imdb.com/title/tt0087843/reviews/_ajax?ref_=undefined&paginationKey=
The Irishman,2019,R,3h 29min,Biography; Crime; Drama; ,27 November 2019 (USA),7.9,297140,2676,https://www.imdb.com/title/tt1302006/reviews/_ajax?ref_=undefined&paginationKey=
Lucky Number Slevin,2006,R,1h 50min,Crime; Drama; Mystery; ,7 April 2006 (USA),7.7,295883,548,https://www.imdb.com/title/tt0425210/reviews/_ajax?ref_=undefined&paginationKey=
Home Alone 2: Lost in New York,1992,PG,2h,Adventure; Comedy; Crime; ,20 November 1992 (USA),6.8,289368,261,https://www.imdb.com/title/tt0104431/reviews/_ajax?ref_=undefined&paginationKey=
Lord of War,2005,R,2h 2min,Action; Crime; Drama; ,16 September 2005 (USA),7.6,288544,482,https://www.imdb.com/title/tt0399295/reviews/_ajax?ref_=undefined&paginationKey=
Deja Vu,2006,PG-13,2h 6min,Action; Crime; Sci-Fi; ,22 November 2006 (USA),7,287330,458,https://www.imdb.com/title/tt0453467/reviews/_ajax?ref_=undefined&paginationKey=
To Kill a Mockingbird,1962,Approved,2h 9min,Crime; Drama; ,16 March 1963 (USA),8.2,287100,567,https://www.imdb.com/title/tt0056592/reviews/_ajax?ref_=undefined&paginationKey=
The Hangover Part III,2013,R,1h 40min,Comedy; Crime; ,23 May 2013 (USA),5.8,286488,318,https://www.imdb.com/title/tt1951261/reviews/_ajax?ref_=undefined&paginationKey=
RED,2010,PG-13,1h 51min,Action; Comedy; Crime; ,15 October 2010 (USA),7,282437,362,https://www.imdb.com/title/tt1245526/reviews/_ajax?ref_=undefined&paginationKey=
3:10 to Yuma,2007,R,2h 2min,Action; Crime; Drama; ,7 September 2007 (USA),7.7,281948,625,https://www.imdb.com/title/tt0381849/reviews/_ajax?ref_=undefined&paginationKey=
The Transporter,2002,PG-13,1h 32min,Action; Crime; Thriller; ,11 October 2002 (USA),6.8,279981,473,https://www.imdb.com/title/tt0293662/reviews/_ajax?ref_=undefined&paginationKey=
From Dusk Till Dawn,1996,R,1h 48min,Action; Crime; Horror; ,19 January 1996 (USA),7.2,279303,664,https://www.imdb.com/title/tt0116367/reviews/_ajax?ref_=undefined&paginationKey=
"O Brother, Where Art Thou?",2000,PG-13,1h 47min,Adventure; Comedy; Crime; ,2 February 2001 (USA),7.7,277150,905,https://www.imdb.com/title/tt0190590/reviews/_ajax?ref_=undefined&paginationKey=
Public Enemies,2009,R,2h 20min,Biography; Crime; Drama; ,1 July 2009 (USA),7,275842,639,https://www.imdb.com/title/tt1152836/reviews/_ajax?ref_=undefined&paginationKey=
The Untouchables,1987,R,1h 59min,Crime; Drama; Thriller; ,3 June 1987 (USA),7.9,270871,496,https://www.imdb.com/title/tt0094226/reviews/_ajax?ref_=undefined&paginationKey=
Con Air,1997,R,1h 55min,Action; Crime; Thriller; ,6 June 1997 (USA),6.9,269643,398,https://www.imdb.com/title/tt0118880/reviews/_ajax?ref_=undefined&paginationKey=
Donnie Brasco,1997,R,2h 7min,Biography; Crime; Drama; ,28 February 1997 (USA),7.7,269135,283,https://www.imdb.com/title/tt0119008/reviews/_ajax?ref_=undefined&paginationKey=
Batman Returns,1992,PG-13,2h 6min,Action; Crime; Fantasy; ,19 June 1992 (USA),7,267156,679,https://www.imdb.com/title/tt0103776/reviews/_ajax?ref_=undefined&paginationKey=
The Nice Guys,2016,R,1h 56min,Action; Comedy; Crime; ,20 May 2016 (USA),7.4,266631,450,https://www.imdb.com/title/tt3799694/reviews/_ajax?ref_=undefined&paginationKey=
Law Abiding Citizen,2009,R,1h 49min,Action; Crime; Drama; ,16 October 2009 (USA),7.4,265136,548,https://www.imdb.com/title/tt1197624/reviews/_ajax?ref_=undefined&paginationKey=
