"name","year","movie_rated","run_length","genres","release_date","rating","num_raters","num_reviews","review_url"
"Draft Day","2014","PG-13","1h 50min","Drama; Sport; ","11 April 2014 (USA)","6.8","52057","158","https://www.imdb.com/title/tt2223990/reviews/_ajax?ref_=undefined&paginationKey="
"Lords of Dogtown","2005","PG-13","1h 47min","Biography; Drama; Sport; ","3 June 2005 (USA)","7.1","51181","206","https://www.imdb.com/title/tt0355702/reviews/_ajax?ref_=undefined&paginationKey="
"The World's Fastest Indian","2005","PG-13","2h 7min","Biography; Drama; Sport; ","24 March 2006 (USA)","7.8","50954","260","https://www.imdb.com/title/tt0412080/reviews/_ajax?ref_=undefined&paginationKey="
"The Love Guru","2008","PG-13","1h 27min","Comedy; Romance; Sport; ","20 June 2008 (USA)","3.8","49662","286","https://www.imdb.com/title/tt0811138/reviews/_ajax?ref_=undefined&paginationKey="
"Over the Top","1987","PG","1h 33min","Action; Drama; Sport; ","13 February 1987 (USA)","5.8","48899","155","https://www.imdb.com/title/tt0093692/reviews/_ajax?ref_=undefined&paginationKey="
"Kickboxer","1989","R","1h 37min","Action; Sport; Thriller; ","8 September 1989 (USA)","6.5","48479","133","https://www.imdb.com/title/tt0097659/reviews/_ajax?ref_=undefined&paginationKey="
"The Benchwarmers","2006","PG-13","1h 25min","Comedy; Sport; ","7 April 2006 (USA)","5.5","47394","226","https://www.imdb.com/title/tt0437863/reviews/_ajax?ref_=undefined&paginationKey="
"The Big Blue","1988","PG","2h 48min","Adventure; Drama; Sport; ","19 August 1988 (USA)","7.6","47005","162","https://www.imdb.com/title/tt0095250/reviews/_ajax?ref_=undefined&paginationKey="
"Bull Durham","1988","R","1h 48min","Comedy; Romance; Sport; ","15 June 1988 (USA)","7.1","46429","135","https://www.imdb.com/title/tt0094812/reviews/_ajax?ref_=undefined&paginationKey="
"The Fan","1996","R","1h 56min","Action; Drama; Sport; ","16 August 1996 (USA)","5.9","45246","103","https://www.imdb.com/title/tt0116277/reviews/_ajax?ref_=undefined&paginationKey="
"He Got Game","1998","R","2h 16min","Drama; Sport; ","1 May 1998 (USA)","6.9","43286","122","https://www.imdb.com/title/tt0124718/reviews/_ajax?ref_=undefined&paginationKey="
"The Natural","1984","PG","2h 18min","Drama; Sport; ","11 May 1984 (USA)","7.5","42728","208","https://www.imdb.com/title/tt0087781/reviews/_ajax?ref_=undefined&paginationKey="
"Million Dollar Arm","2014","PG","2h 4min","Biography; Drama; Sport; ","16 May 2014 (USA)","7.0","42611","109","https://www.imdb.com/title/tt1647668/reviews/_ajax?ref_=undefined&paginationKey="
"Two for the Money","2005","R","2h 2min","Crime; Drama; Sport; ","7 October 2005 (USA)","6.3","42585","148","https://www.imdb.com/title/tt0417217/reviews/_ajax?ref_=undefined&paginationKey="
"Glory Road","2006","PG","1h 58min","Biography; Drama; Sport; ","13 January 2006 (USA)","7.2","42010","154","https://www.imdb.com/title/tt0385726/reviews/_ajax?ref_=undefined&paginationKey="
"Hoosiers","1986","PG","1h 54min","Drama; Sport; ","27 February 1987 (USA)","7.5","41815","150","https://www.imdb.com/title/tt0091217/reviews/_ajax?ref_=undefined&paginationKey="
"Balls of Fury","2007","PG-13","1h 30min","Comedy; Crime; Sport; ","29 August 2007 (USA)","5.3","40109","154","https://www.imdb.com/title/tt0424823/reviews/_ajax?ref_=undefined&paginationKey="
"Driven","2001","PG-13","1h 56min","Action; Drama; Sport; ","27 April 2001 (USA)","4.6","38749","346","https://www.imdb.com/title/tt0132245/reviews/_ajax?ref_=undefined&paginationKey="
"Pawn Sacrifice","2014","PG-13","1h 55min","Biography; Drama; Sport; ","25 September 2015 (USA)","7.0","38338","121","https://www.imdb.com/title/tt1596345/reviews/_ajax?ref_=undefined&paginationKey="
"Radio","2003","PG","1h 49min","Biography; Drama; Sport; ","24 October 2003 (USA)","6.9","37537","202","https://www.imdb.com/title/tt0316465/reviews/_ajax?ref_=undefined&paginationKey="
"Sultan","2016","Not Rated","2h 50min","Action; Drama; Sport; ","6 July 2016 (USA)","7.0","35954","156","https://www.imdb.com/title/tt4832640/reviews/_ajax?ref_=undefined&paginationKey="
"The Ringer","2005","PG-13","1h 34min","Comedy; Sport; ","23 December 2005 (USA)","5.8","34713","163","https://www.imdb.com/title/tt0267891/reviews/_ajax?ref_=undefined&paginationKey="
"McFarland, USA","2015","PG","2h 9min","Biography; Drama; Sport; ","20 February 2015 (USA)","7.4","34319","106","https://www.imdb.com/title/tt2097298/reviews/_ajax?ref_=undefined&paginationKey="
"Slap Shot","1977","R","2h 3min","Comedy; Drama; Sport; ","25 February 1977 (USA)","7.3","33455","164","https://www.imdb.com/title/tt0076723/reviews/_ajax?ref_=undefined&paginationKey="
"M.S. Dhoni: The Untold Story","2016","Not Rated","3h 4min","Biography; Drama; Sport; ","30 September 2016 (USA)","7.7","32250","161","https://www.imdb.com/title/tt4169250/reviews/_ajax?ref_=undefined&paginationKey="
"The Cannonball Run","1981","PG","1h 35min","Action; Comedy; Sport; ","19 June 1981 (USA)","6.3","32189","130","https://www.imdb.com/title/tt0082136/reviews/_ajax?ref_=undefined&paginationKey="
"The Rookie","2002","G","2h 7min","Drama; Sport; ","29 March 2002 (USA)","6.9","31474","176","https://www.imdb.com/title/tt0265662/reviews/_ajax?ref_=undefined&paginationKey="
"For Love of the Game","1999","PG-13","2h 17min","Drama; Romance; Sport; ","17 September 1999 (USA)","6.6","30972","241","https://www.imdb.com/title/tt0126916/reviews/_ajax?ref_=undefined&paginationKey="
"Blue Crush","2002","PG-13","1h 44min","Drama; Romance; Sport; ","16 August 2002 (USA)","5.6","29521","212","https://www.imdb.com/title/tt0300532/reviews/_ajax?ref_=undefined&paginationKey="
"The Football Factory","2004","R","1h 31min","Crime; Drama; Sport; ","14 May 2004 (UK)","6.8","28140","117","https://www.imdb.com/title/tt0385705/reviews/_ajax?ref_=undefined&paginationKey="
"Hardball","2001","PG-13","1h 46min","Drama; Sport; ","14 September 2001 (USA)","6.4","27587","134","https://www.imdb.com/title/tt0180734/reviews/_ajax?ref_=undefined&paginationKey="
"The Greatest Game Ever Played","2005","PG","2h","Biography; Drama; Sport; ","30 September 2005 (USA)","7.4","27289","119","https://www.imdb.com/title/tt0388980/reviews/_ajax?ref_=undefined&paginationKey="
"Victory","1981","PG","1h 56min","Drama; Sport; War; ","31 July 1981 (USA)","6.7","26806","108","https://www.imdb.com/title/tt0083284/reviews/_ajax?ref_=undefined&paginationKey="
"Peaceful Warrior","2006","PG-13","2h","Drama; Romance; Sport; ","23 June 2006 (USA)","7.3","26084","192","https://www.imdb.com/title/tt0438315/reviews/_ajax?ref_=undefined&paginationKey="
